movie_id,title,release_date,total_box_office,avg_ticket_price,screening_count,attendance_rate,country,overall_rating,description
844,我，就是风!,,13370000.0,,3377.0,39.62738853503186,,,"《我，就是风！》是由珠江电影集团有限公司出品，广东珠影影视制作有限公司、云浮市融媒体中心联合出品，广东珠影影视制作有限公司摄制，中共云浮市委宣传部联合摄制，由知名导演邓原、潘钧执导，张家城、周楚濋、小爱、董钒、马克等主演的成长励志电影 。
该片讲述了粤西山区的独臂篮球少年阿城无惧逆境，在省级少年篮球大赛中高燃上分、创造出奇迹的奋斗故事。"
845,又是充满希望的一天,,224000.0,,4704.0,12.406896551724138,,6.9,车祸、裁员、失业，家里还有一个即将中考痴迷游戏的学渣考生，倒霉的事情都赶到一起怎么办？危力（宋宁峰 饰）是一家外卖平台的高管，不慎开车撞倒了自己公司赶时间送货的外卖员。在这场区分车祸谁是谁非的追责中，面对法律和人性的双重拷问，危力对自己坚信不移的价值逐渐产生了怀疑，隐藏在算法洪流中的真相逐渐显露狰狞……
846,蛟龙行动,2025-01-29,393000000.0,50.0,430659.0,48.421052631578945,中国,6.3,"未来某日，中国海军截获关键情报——一艘超级潜艇正密谋一项针对我国东南沿海城市的绝密军事计划。我方派出最新型潜艇“龙鲸号”，与蛟龙小队协同作战。海底战场险象环生，蛟龙遭遇重重陷阱，潜艇与敌多番埋伏周旋，更驶入海底火山口遍布的广袤深海，一场惊心动魄、攸关生死存亡的深海决战拉开帷幕……
该影片为《红海行动》续作。"
847,不二兄弟,,747000.0,,3.0,,,5.8,不完美的人，也能成为别人生命里的光吗？文修（林哲熹 饰）在母亲离世后肩负起了照顾自闭症哥哥文光（李茂 饰）的责任。母亲的偏心、女友的不理解，让内心埋怨挣扎的文修感觉自己被哥哥束缚。困顿的生活最终让两人的矛盾爆发。以亲人的名义互相捆绑住的他们，能否用爱照亮彼此的生命？
848,荒野狂兽,,452000.0,,2.0,,,5.5,奈特博士（伊德里斯·艾尔巴 饰）刚刚经历丧妻之痛，他决定带着他的两个女儿重返他和妻子第一次相遇的南非，并前往由他的世交好友和野生动物生物学家马丁·拜托斯（沙尔托·科普雷 饰）管理的野生动物保护区，展开一场计划已久的旅行。但是这场疗伤之旅却变成一场惊惧可怕的求生之旅， 因为他们被一头逃出贪婪残暴的盗猎者毒手之后，将所有人类都视为敌人的巨狮盯上并猎捕。
849,玩命大师,,116000.0,,14.0,,,,南方某小镇的一座大院，里面中住着是包租公黄金海、郁郁不得志的画家李加索、急于上位的小女演员刘萌萌、镇上的戏剧名旦“小香兰”。因为都急于用钱，他们凑在一起想出了一个馊主意，让画家李加索假死，以此来炒作他的画作。一个假葬礼就这样策划起来，李加索的画价格也直线飙升。然而事情的发展远远超出了他们的想象……
850,西游记女儿国,2018-02-16,727380000.0,40.0,,,中国,4.4,唐僧师徒途经忘川河，因激怒河神而误入西梁女界。闯入其中，众人才发现这个国家只有女性，并且建国以来此地就没来过男性。而且国中立有祖训，将男人视为天敌。典籍中更有预言，指明有朝一日，会有东土而来的僧人带着一只猴子、一头猪和一个小蓝人闯入其中。他们到来之日，便是女儿国走向毁灭之时。
851,田园时代,,3028000.0,,1872.0,40.88999999999999,,,"高岭村是粤西地区的美丽乡村，没有进行太多商业开发。 80后的张静是精明能干的外来媳妇，经营着村里为数不多的农 家乐。她一心想带领大家一起致富，把高岭村变得更加美好。 70后的秀清是种植农作物的能手，善良、忍耐、倔强，丈夫给 她留下一片荔枝林，目标很单纯，必须守着荔枝园，守着对丈 夫的念想。而90后的叶子是新来的村官大学生，怀着田园梦想 和为乡村振兴发展的一腔热血来的高岭村。
机缘巧合之下，三个人携手创业。由于性格和做事的观 念存在不少差异，闹出了不少小插曲，幸而善良的本性与共同 的信念让她们克服了种种困难，彼此之间越来越有默契。三人 共同开发田园旅游综合体，将梦回田园的计划落地生根，并带 领着高岭村的村民走上共同致富的道路。
在梦回田园股份认购项目上，一片欢笑与热闹声中，三 个女人有感而发:新的故事又将开始，田园时代已经到来!"
852,仙女鸟飞过的夏天,,137000.0,,677.0,5.583333333333332,,,小男孩周镜然没有想到，自己期盼已久的暑期夏令营，被妈妈改成了回始兴老家。而他更没想到的是竟然在短短的一个夏天， 在仙女鸟飞过的时候，周镜然在始兴收获了亲情，收获了友情，也收获了难以忘记的美好回忆。
853,不能错过的只有你,,46888000.0,,18.0,,,4.1,你最不想错过的人，现在还在你身边吗？北漂失败、爱情受挫的秦花生（杨烁 饰）回到了家乡成都，与同样饱受情伤的林问（李萌萌 饰）不期而遇，因为相似的经历而逐渐靠近。这一场始料未及的相遇让他们明白，爱总会来的，对的地点，对的时间，对的人。我可以错过很多，但不能错过你。
854,乔妍的心事,,151000000.0,,948162.0,2.9402985074626873,,5.3,"边陲小镇长大的乔妍（赵丽颖 饰）打拼多年之后成为了一名知名演员，但在重重压力之下，一路走来小心翼翼。随着一条匿名的勒索消息，让一桩尘封往事成为她新的阴影。同时，多年前失联的姐姐（辛芷蕾 饰）突然现身，事情看似巧合，但背后又暗藏更大的危机。
影片改编自张悦然的小说《大乔小乔》。"
855,来福大酒店,,56443000.0,,31890.0,2.438709677419354,,7.0,昔日的“街头混子”李清让（黄轩 饰）出狱再就业接连碰壁，和老熟人王达基（董宝石 饰）的偶然相遇，让他怀揣阴谋入职“病友之家”，这其中隐藏着什么不为人知的交易？又会和来福大酒店泼辣老板娘（柳岩 饰）碰撞出怎样惊心动魄的故事？随着阴谋与冲突不断浮现，一面是朝夕相处胜似亲人的病友们，一面是老熟人抛来的赚钱橄榄枝，他究竟该何去何从，“病友之家”来福大酒店又能否化险为夷……
856,加勒比海盗4：惊涛怪浪,2011-05-20,464390000.0,38.0,,,美国,7.9,"迪士尼《加勒比海盗4》豆瓣小站：http://site.douban.com/disneymovie/
因故在伦敦盘桓期间，杰克·斯派罗船长（约翰尼·德普 Johnny Depp 饰）被英国国王的士兵抓住。原来传说中的“不老泉”重现世间，为了赶在西班牙之前得手。英国国王乔治二世（Richard Griffiths 饰）希望杰克和巴波萨船长（杰弗里·拉什 Geoffrey Rush 饰）联手出海寻找。倔强傲慢的杰克断然拒绝，阴差阳错进入了假杰克船长的巢穴，更由此邂逅了旧老情人安吉莉卡（佩妮洛普·克鲁兹 Penélope Cruz 饰）。各种因素促使迫使他加入了安吉莉卡的船队，更和她的父亲——臭名昭著海盗“黑胡子”（伊恩·麦柯肖恩 Ian McShane 饰）搅在了一起。新的冒险就在这纷乱中展开，无数的危险和诱惑等在大海的另一边……"
857,我和我的家乡,2020-10-01,2828830000.0,39.0,,,中国,7.0,电影《我和我的家乡》定档2020年国庆，延续《我和我的祖国》集体创作的方式，由张艺谋担当总监制，宁浩担任总导演，张一白担任总策划，宁浩、徐峥、陈思诚、闫非&彭大魔、邓超&俞白眉分别执导五个故事。
858,无名指,,600.0,,13.0,10.0,,,邓叔彦（郭富城 饰）与杨静娴（梁咏琪 饰）所组织的三口之家，原本幸福快乐，却因为女儿不幸患上重症，家庭因此遭逢巨变。为照顾女儿，二人必须牺牲毕生的梦想和自由，试问谁能答允照顾终生的承诺呢？三人在坚持与放弃之间挣扎，游走爱与痛的边缘……最终女儿凭一根微动的无名指，连系着一家人的情感羁绊……
859,七十七天,,103000000.0,,39.0,,,6.4,电影《七十七天》是以探险作家杨柳松77天孤身穿越羌塘无人区的真实事迹为蓝本创作。电影中，在生活里迷失了自我的男主徘徊在雪域高原独闯无人区，影片女主身体残疾仍然乐观面对生活，她让他坚定了去尝试世人眼里无法完成的无人区奇幻探险之旅……两个非常状态下的真实人物，真诚、勇敢的面对命运选择挑战，不懈的追寻着内心最初的梦想与真正的自我...影片在节奏、画面、张力上会给观众强烈的视觉冲击，让观众跟随主人公经历一场无与伦比的探险之旅。
860,喜羊羊与灰太狼之虎虎生威,2010-01-29,124320000.0,29.0,,,中国,7.9,"在一个月黑风高的夜晚，灰太狼（张琳 配音）和一众同伴相约，杀进羊村捕捉小肥羊，为老婆和孩子送上情人节的饕餮大宴——涮羊锅。与此同时，羊村正在举行大白菜成功培育一千周年的庆典，节日的欢乐气氛却被突如其来的灰太狼所破坏。正当灰太狼与喜羊羊（祖丽晴 配音）激战正酣之际，狂暴骄纵的虎威太岁（贾译 配音）率领众多手下来到羊村，扬言要在这里修建游乐场。转眼之间一座豪华的游乐场拔地而起，小肥羊们被迫沦为这里的工人，连高傲自大的灰太狼也难以幸免。面对这个突如其来的虎威太岁，羊羊和灰太狼被迫联手……
本片荣获2010年第十六届上海电视节国产动画片白玉兰金奖、2010第七届金龙奖最佳动画长片奖等多个奖项。"
861,龙门飞甲,2011-12-15,539000000.0,44.0,6.0,,中国/中国香港,6.9,"明朝成化年间，朝纲腐败，奸邪当道。西厂东厂为宦官把持，混淆黑白，陷害忠良，朝野内外噤若寒蝉。时有赵怀安（李连杰 饰）等流亡剑客挺身而出，接连铲除东厂数名奸佞，致令阉贼胆战心惊。适值此时，风头正劲的西厂督主雨化田（陈坤 饰）出面干预。另一方面，宫女素慧容（范晓萱 饰）怀有身孕，绝命奔逃。被雨化田的爪牙追捕途中幸得神秘侠客凌雁秋（周迅 饰）相救。二人一路辗转逃往关外，来到曾经引起过腥风血雨的龙门客栈落脚。龙门客栈一如往昔，为凶险异常之所在。雨化田手下追赶至此，与先前而至的鞑靼商队剑拔弩张，关键时刻更有与雨化田长相极其相似的卜仓舟（陈坤 饰）与女侠客顾少棠（李宇春 饰）投宿客栈。不久，赵怀安一众也偷偷潜至龙门。
各方势力云集于此，新的正邪之战即将展开，更有天大的秘密即将揭开……"
862,骑鲸少年,,17000.0,,692.0,10.3625,,,"胡小洲自卑懦弱，常常受到混混邝超的欺负，一次偶然的机会，袁教练教他学会了拳击，打败了邝超，后来，小洲的暗恋对象王芹被混混辉哥骚扰，小洲又打败了辉哥，成为了大家眼里的英雄。
辉哥的大哥鲨鱼哥放出话来，要与小洲约战，袁教练、父亲和王芹都劝小洲放下暴力，这时候，王芹和吴峰越走越近，刺痛了小洲，大战一触即发…"
863,红楼梦之金玉良缘,,6010000.0,,72578.0,10.30666666666667,,3.1,影片以贾宝玉（边程 饰）大雪天里出家倒叙为始，主要故事情节以林黛玉（张淼怡 饰）回府奔丧开篇，揭秘了王熙凤（林鹏 饰）贪没林如海家产盖建大观园，后又出卖了宝、黛两小无猜的爱情，设掉包计，致使宝玉迎娶宝钗（黄佳容 饰），黛玉泪尽而亡，最终情散人悲、归于宿命，完成了红楼梦的悲剧结局。
864,赤壁(下),2009-01-07,243530000.0,34.0,,,中国/中国香港,6.4,八卦阵一战，孙刘联军力挫曹兵之锐气。曹操（张丰毅 饰）为此忧心忡忡，加之北方将士因水土不服，死伤过重，更令其头风病发作，幸得侍女骊姬（小宋佳 饰）陪伴照顾。孙尚香（赵薇 饰）易容潜入曹营，借士官长（佟大为 饰）垂青，窃取军情。为了适应水战，曹操采纳荆州降将蔡瑁、张允的意见，将战船用铁锁相连。此后，曹操帐下谋士蒋干（师小红 饰）主动请缨前去拜访故友周瑜（梁朝伟 饰）刺探虚实。周瑜将计就计，假借酒醉泄露军机，让蒋干带回假情报，曹操一怒之下误杀了蔡瑁张允。曹操将因瘟疫致死的将士尸体投入江水，名曰“鬼兵”，意欲扰乱孙刘联盟之军心，小乔（林志玲 饰）见此情景，遂决定夜探曹营，劝其退兵。眼看万事具备，但是风向不对，周瑜遂派鲁肃（侯勇 饰）找诸葛亮（金城武 饰）寻助……
865,皮皮鲁和鲁西西之309暗室,,3869000.0,,30867.0,5.891176470588237,,,皮皮鲁兄妹在自家衣柜发现309暗室，打开后遇到了科学家“觅工”并得到“致聪盔”。皮皮鲁将“致聪盔”戴到了宠物“大傻”的头上后，城市陷入瘫痪。皮皮鲁和家人齐心协力战胜“大傻”，魔方市恢复了原来模样。
866,如果声音不记得,2020-12-04,334980000.0,36.0,,,中国,3.9,"辛唐（孙晨竣 饰）拥有能够通过声音控制他人情绪的超能力，为了能够在这个世界上平凡的生活下去，辛唐小心谨慎的守护着自己的这个秘密。一次偶然中，辛唐邂逅了名为吉择（章若楠 饰）的女孩，并且在阴差阳错之下救下了准备自杀的吉择，就这样，两人的命运被紧紧的绑定在了一起。
吉择虽然表面看来是在网络上拥有众多粉丝的女网红，但实际上，她患有非常严重的抑郁症，每天都在绝望和痛苦的深渊里挣扎，为了帮助吉择，辛唐不离不弃的守护在他的身边，用自己的声音来治疗她伤痕累累的内心，随着时间的推移，他慢慢的爱上了这个脆弱的女孩。"
867,疾速追杀：芭蕾杀姬,,53123000.0,,517880.0,2.516666666666667,,7.3,父亲惨遭杀害，少女伊芙（安娜·德·阿玛斯 饰）被迫加入杀手组织，在这里她被培养成为一名芭蕾舞者，同时接受了长达12年的魔鬼训练成为了顶级杀手，开启了血刃仇人的杀戮之旅。她不仅要独自一人完成组织下达的死亡任务，还要暗中搜集杀父仇家的信息。随时丧命的极端危险、各方势力的联合围剿，让伊芙的复仇之路艰难无比。同时，她又被传说中的杀手约翰·威克（基努·里维斯 饰）锁定，新老杀神狭路相逢，伊芙必须在被约翰追到之前杀出血路完成复仇。危险的倒计时开始，一场致命厮杀即将拉开血色序幕……
868,戴假发的人,,4208000.0,,118133.0,1.1096774193548389,,5.1,"二十多年前，法考三度落榜的法律大专生孟中（黄晓明 饰），内心充满绝望。一个漆黑的雨夜，他将积压已久的苦闷与愤怒，发泄在一个醉酒乘客身上。时过境迁，孟中已成为名声在外的公益律师，在一次调查少女猥亵案的过程中，一名叫魏娴（王影璐 饰）的女孩唤醒了那个雨夜的记忆，而这一切的背后，他似乎不断听到那场噩梦的回音：我知道你的秘密……
影片改编自真实故事。"
869,重山之外,,1199000.0,,1.0,,,,一纸通知书与一个卑微少年的血泪流浪历程，一位抑郁母亲的精神脱变，一位残疾父亲的生死约定，一群无聊的保安和一位地中海面积较大的微胖校长，希望与破灭，绝望与救赎，环环紧扣， 层层推进， 步步精心， 完成了一个人性对人性的绞杀的故事， 惊天动地泣鬼神。
870,美国队长2,,718000000.0,,10.0,,,8.1,"渐渐习惯了现代生活的美国队长史蒂夫·罗杰斯（克里斯·埃文斯 Chris Evans 饰），在一次行动后隐隐嗅到神盾局内部所弥漫出来的凶险气味。而当得知神盾局正秘密进行的“洞察计划”后，他更为此感到愤怒。某天，神盾局指挥官尼克-法瑞（塞缪尔·杰克逊 Samuel L. Jackson 饰）遭到一群武装分子袭击，他拼尽全力将一支U盘交到美国队长手中，这里面藏着该局二战以来最重要且最可怕的秘密。在此之后，美国队长因涉嫌杀害尼克而遭到前局长亚历山大·皮尔斯（罗伯特·雷德福/Robert Redford 饰）的通缉和追杀，逃亡中他得到黑寡妇（斯嘉丽·约翰逊 Scarlett Johansson 饰）和退伍老兵“猎鹰”（安东尼·麦凯 Anthony Mackie 饰）的帮助。
他们必须争分夺秒解开神盾局的秘密，阻止“洞察计划”的施行……"
871,陪你在全世界长大,,1313000.0,,33.0,1.4,,7.6,"故事描述了一个疯狂而又充满爱与冒险精神的父子之旅，让小男孩辛巴（辛巴 饰）从小就涉足世界各地，体验了许多令人难忘的经历。在他父亲“疯狂老爸”（徐承华 饰）的引导和陪伴下，辛巴从三岁起就开始了他的旅行生涯，途经二十个国家，最终抵达南北极。在这些旅行中，他与企鹅共舞，与北极熊亲密接触，留下了许多美好的回忆和独特的体验。
然而，即使年仅八岁，辛巴并没有停止他的探险步伐。他梦想着去西藏攀登雪山，漂流大河，拍摄珍稀的雪豹，展示了他对自然和探险的深切热爱。他的父亲也鼓励他不仅要“读万卷书”，还要“行万里路”，希望他能成长为一个勇敢和善良的男子汉。他们的下一站是从大理出发，踏上了一段长达8700公里的天路越野之旅，这条路线将他们带向世界第三极。然而，这段旅程并非只有美好的风景和丰富的经历。在这条充满未知和挑战的天路上，父子俩将面对许多意料之外的探险挑战，这些挑战将..."
872,解密,,334000000.0,,1024886.0,8.143999999999997,,6.0,"改编自茅盾文学奖获奖者麦家的三部曲（《解密》《暗算》《风声》）中的同名小说，讲述了一个数学天才的传奇的一生！
上世纪40年代，中美局势风起云涌，破译敌方通讯密码关系重大。容金珍（刘昊然 饰）自幼展现出惊人的数学天赋和“释梦能力”，被时任大学校长的小黎黎（吴彦祖 饰）和太太叶筱凝（俞飞鸿 饰）抚养长大。大学入学之际，容金珍因解出数学系老师希伊斯（约翰·库萨克 饰）的难题引人注目，701局局长郑某（陈道明 饰）带他走进了神秘组织开启一段不为人知的故事……"
873,命中罪爱,,1279000.0,,55640.0,1.3066666666666669,,5.5,"2002年，海边小城德宁发生一起连环杀人案。赌徒孙兴旺被杀，接连东湖市场副主任朱志红及其义弟周亮被杀，三起凶杀案的作案手法相同。种种嫌疑证据，指向朱志红与周亮的结拜大哥江四鸣身上。警方在对江四鸣收网抓捕之时，江四鸣却遭遇袭击追杀。危急中警方出手，擒住真凶。以为可以结案，岂料内幕才掀起一角，江四鸣与妻子吴燕的命运风暴，席卷而来……
香火弥漫的福建海边小城，枕边的凶手、人群中的爱人，市井中隐藏着一出等待救赎的宿命人生。"
874,青春雷锋,,888000.0,,8.0,5.800000000000001,,,故事发生在1956年的湖南望城县，为加强社会主义工业化建设，东北鞍钢千里迢迢远赴湖南招工。一心想为祖国多做贡献刚满十六岁的雷锋（胡家华 饰）自我推荐，积极报名。到达鞍钢后，雷锋抢最重最难的工种干，由于他高小毕业，在大部分目不识丁的工人中算是有文化的人，组织上安排他做了推土机手。雷锋的个子小，只能在驾驶室站着操作，一站就是一天，但他从不叫苦叫累，深得厂领导和工友们的称赞与赏识。几年后，雷锋实现了童年的愿望，参加了人民解放军，成为沈阳军区某部的一名汽车兵。在部队里，他助人为乐，艰苦朴素，用自己的津贴帮助家庭困难的战友乔安山（孙健淇 饰）等战友。该片展示了一个奋发向上、永远年轻的雷锋......
875,大红包,,235000000.0,,7.0,,,4.6,男主陈重因送红包花光积蓄30万，怒而伙同好友们策划一系列意想不到的“回本”计划，一场由红包引发的喜剧，就此展开了……
876,探寻外太空生命,,155000.0,,9.0,31.324999999999992,,6.8,这是一次从太平洋深处到太空深处的探索之旅。利用世界上最前沿的望远镜带领观众从炽热的火星表面到冰冷的木星和土星，再到夏威夷极端的熔岩地带和深海下的高温温泉的极端环境，与太空生物学家们一起探寻生命如何生存的线索。本片令我们再次审视诸如“我们是从哪里来的”，“我们如何到达的地球”，“是否只有地球上有人类”等根本问题。
877,三国之见龙卸甲,2008-04-03,60150000.0,29.0,,,中国/韩国/中国香港,5.6,三国乱世，战火纷争。面对魏军强势压境，初任工兵的赵云（刘德华 饰）主动请缨，借助军师诸葛亮（濮存昕 饰）以攻为守的策略，立下劫寨扰敌的大功。随后的长坂坡一战，赵云单枪匹马杀入曹营救回幼主，从而一战成名。随后并被委以重任与黄忠老将军一起出征定军山，收取汉中，奠定蜀国基业。不过此役，由于黄忠心急想争头功提前出兵，却中了曹操的奸计伤亡惨重。危机之时，赵云及时赶到救出了黄忠和罗平安（洪金宝 饰），并在诸葛亮妙计的帮助下，烧掉曹军粮草扭转战局立下大功。赵云也因此荣升五虎上将，而身为同乡兄长的罗平安心中却是百般滋味。时间就在战争中飞逝而过，蜀国的五虎大将也先后辞世。在诸葛亮的再一次灭魏大计前，赵云坚持做先锋大将，却在凤鸣山前遇上曹操10万大军，面对人生的终极之战，赵云该如何应对？
878,北京遇上西雅图之不二情书,2016-04-29,786750000.0,34.0,,,中国/中国香港,6.4,"焦娇（汤唯 饰）15岁就来到了澳门，过着颠沛流离的生活，之后成为了赌场公关。罗大牛（吴秀波 饰）早年来到美国，一番摸爬滚打，如今已经是小有名气的加州房地产经纪人，事业一帆风顺的他在情场上自然步步为赢，是公认的钻石王老五。
一本名为《查令十字街84号》的书让这一对生活毫无交集的男女走到了一起，两人通过电子邮件进行交往，透过种种误会和波折，最终发现彼此是自己的灵魂伴侣。在此期间，焦娇徘徊在郑义（陆毅 饰）、邓先生（王志文 饰）和诗人（祖峰 饰）之间不知何去何从，而罗大牛则在同华裔老夫妻林平生（秦沛 饰）和唐秀懿（吴彦姝 饰）的交往当中逐渐发现了人生的道义。"
879,名侦探柯南：迷宫的十字路口,,148000000.0,,747233.0,8.245161290322578,,8.5,"东京、大阪、京都相继发生杀人事件，5名死者皆是被头戴面具的黑影人用武士刀和弓箭瞬间杀害。警方介入调查，发现死者都是出没于3地专门偷窃有名的佛像及美术品的偷盗集团“源氏萤”成员。该集团共有成员8名，以义经的家臣名字互相称呼，且都持有一本《义经记》，被害5人手中的《义经记》均被拿走。
这日京都古寺山能寺收到奇怪书信，说若能解开信中所附的画谜，便能找到8年前被窃的如来佛像。柯南、小兰随毛利小五郎来到该寺，均对画谜一筹莫展。5名被杀者之一曾对与新一不相上下的大阪高中生服部平次照料有加，服部也来到京都对案件秘密展开调查，并借机找寻自己的初恋情人。柯南与服部相遇联手调查时，发现有人想置服部于死地，紧接“源氏萤”另一成员被害，而这一切，似乎又都与画谜有关。"
880,再见，在也不见,,11459000.0,,6.0,6.2,,5.9,"电影分为三个发生在不同时期、地点但是相互有着关联的故事。
《背影》：陈经理（陈柏霖 饰）受公司所托前往广西进行业务考察，在工厂里，他意外的遇见了和自己失散多年的父亲。如今的父亲已然垂垂老矣，他早已经认不出儿子的面庞了，而陈经理也似乎并没有和父亲相认的打算。
《湖畔》：陈德明（陈柏霖 饰）刚刚喜为人父，一封来自监狱的信便冲淡了这份喜悦。原来，他曾经的挚友（杨佑宁 饰）即将面临死刑的制裁，他要去新加坡送他最后一程。
《再见》：大学教授陈志彬（陈柏霖 饰）前往泰国讲学，在那里邂逅了曾经的大学老师（蒋雯丽 饰），两人重续了一段师生恋。"
881,小黄人大眼萌：神偷奶爸前传,2022-08-19,237000000.0,35.0,100.0,0.95,美国,7.2,影片是2015年推出的小黄人独立电影《小黄人大眼萌》的直接前传。作为《神偷奶爸》的衍生作品，讲述了小黄人们在“前格鲁”时代为其他主人服务的经历，不过少年格鲁曾经出现在这部衍生电影里，续集将围绕他与小黄人们结缘的过程展开。
882,冬天没有童话,,763000.0,,194.0,,,,女作家姜诗辰在新书发布会上被指抄袭，神秘鲜花、带血手稿相继出现，在好友熊志的陪伴下探寻真相，不料痴情总裁林伟政，热辣秘书宋欲，抑郁症病患先后卷进阴谋旋涡，无一幸免。
883,断·桥,2022-08-13,232710000.0,40.0,,,中国,5.8,"2011年黄雀市，作为市内重要交通通道的中南大桥突然垮塌。死难者哭天抢地，媒体跟踪报道追责，市路桥公司的领导朱方正（范伟 饰）出面承诺严查。谁曾想大桥残骸中，竟然发现一具白骨，瞬时间更让这场事故冲上话题最顶点。正在大学读书的女孩闻晓雨（马思纯 饰）看着养父朱方正义正严词的模样，心中有着说不出的感觉。而白骨的意外出现，又让她将其与生父闻亮（莫西子诗 饰）——中南大桥工程师——的失踪案联系起来。这时候，一名流浪青年孟超（王俊凯 饰）闯入晓雨的视野。他告诉女孩，她的父亲当年并非与人私奔，而是被那个看似慈祥正派的养父活埋在大桥之中。
一切变得扑朔迷离，一切表象背后的真相正在浮出水面……"
884,美国队长4,,104000000.0,,407264.0,2.0300000000000002,,4.8,能够展翅高飞的猎鹰山姆·威尔逊（安东尼·麦凯 Anthony Mackie 饰）受史蒂夫·罗杰斯的信任所托，接过盾牌，正式成为美国队长。在与美国总统撒迪厄斯·罗斯（哈里森·福特 Harrison Ford 饰）会面后，山姆发现自己被卷入了一场国际事件。他必须赶在真正的幕后黑手让全世界陷入混乱之前查明真相，揭露这起波及全球的阴谋。
885,皇后乐队蒙特利尔现场演唱会,,3982000.0,,18569.0,3.7769230769230764,,9.4,作为世界上最具代表性的摇滚乐队之一，皇后乐队表演了令人难忘的热门歌曲列表，包括“We Will Rock You”、“Someb ody To Love”、“Under Pressure”、“Bohemian Rhapsody”、“Another One Bites the Dust”和“We Are The Champions”。
886,致我们终将逝去的青春,2013-04-26,719100000.0,32.0,,,中国,6.5,18岁的郑微（杨子姗 饰）终于如愿考上青梅竹马邻家大哥哥林静（韩庚 饰）所在学校的邻校，等她满怀期冀地步入大学校园，却遭遇打击——林静出国留学，杳无音信。郑微倍感失落，患难时刻与室友阮莞（江疏影 饰）、朱小北（刘雅瑟 饰）、黎维娟（张瑶 饰）及师哥老张-张开（包贝尔 饰）结 下深厚友谊，同时富家公子许开阳（郑恺 饰）对郑微展开了疯狂的追求，而备受男生欢迎的阮莞用她特有的清冷守护着对于心爱人赵世永（黄明 饰）的忠贞。一次偶然的误会使郑微与老张室友陈孝正（赵又廷 饰）结为死敌，在一次次地反击中，郑微发现自己爱上了这个表面冷酷、内心善良的高材生，于是疯狂地反击演变为死缠烂打地追求，而陈孝正也终于在强攻之下缴械投降，欢喜冤家终成甜蜜恋人。大四毕业之际郑微的生活再次经受考验：陈孝正得到曾毓（王嘉佳 饰）的出国留学名额，却迟迟不敢告诉郑微，感觉再次被欺骗的郑微痛...
887,红鬃烈马（京剧）,,3373.0,,196.0,0.9576923076923074,,,唐丞相王允之女王宝钏，抛球选婿，球中薛平贵。王允嫌贫悔婚，宝钏力争，与父三击掌，随平贵苦守寒窑。平贵降服红鬃烈马，受封投军，被魏虎计陷于西凉，西凉王反将代战公主婚配，王死，薛继位。十八年后，平贵探望宝钏。唐王宴驾，薛平贵收服高嗣继，登宝殿为帝，宝钏被封正宫娘娘。
888,我要和你在一起,,5282000.0,,14.0,,,4.1,"林美雅（柴碧云 饰）是在国外深造的高材生，完成学业之后，她千里迢迢回到国内，准备和一直异地恋的男友结婚，哪知道，等待着她的，是男友的背叛和抛弃。这段失败的感情让林美雅深受打击，在抑郁之中挣扎了许久的她在某一日终于想通了，决定从过去的阴霾中走出来。而开始新生活的第一部，就是找一份新工作。
就这样，林美雅来到了欧阳（孙绍龙 饰）所在的公司里上班，两人曾经在飞机上有过一面之缘，闹过误会一场。如今，命运让他们再度走到了一起，随着时间的推移，互相看彼此不顺眼的两人之间，渐渐碰撞出了爱情的火花。"
889,五彩神箭,,33000.0,,1.0,10.6,,6.6,讲述青海尖扎地区的拉隆村和达莫村世代友好，两村向来有着传统射箭比赛的习俗。射箭世家的大儿子扎东已经连续两年输给了达莫村的神射手尼玛，无缘象征神射手的“五彩神箭”。怀恨在心的他阻扰尼玛与自己妹妹的恋情。两个村的孩子暗地里也在比试箭艺，长一辈则对传统渐渐的流失而担忧。尖扎县政府将要举办的一场大型国际射箭比赛，扎东和尼玛将代表各自的村庄争夺唯一的参赛资格……
890,异乡来客,,6151000.0,,3055.0,46.62950819672132,,,一座寂静的小城，隐匿着一个背负着沉重往事的男人（洛桑群培 饰）。意外搬来的邻居少女（张籽沐 饰），悄然打破了他死寂般的生活。同处异乡，一场假扮父亲的游戏，交织出一段跨越代际的错位温暖。
891,怯懦的勇气,,33000.0,,2959.0,24.413333333333338,,,这是一个发生在城市24小时之内的黑色幽默喜剧，三条时间线索相互交织，前后呼应，不断反转。最终善恶有报，男主角勇气与女主角倩倩选择了离开繁华但却浮躁的大城市，在远方海边小镇开启新的人生可能。
892,明日战记,2022-08-05,679800000.0,41.0,,,中国/中国香港,6.1,未来世界，地球因环境污染而千疮百孔，人类家园破败萧条。一颗陨石突然撞击地球，并带来杀伤力极强的外星生物，560万人将因此失去生命。人类命运岌岌可危，总指挥李升（张家辉 饰）派出以军人泰来（古天乐 饰）为首的精英部队前往执行改造计划，部队却突遭暴力攻击，只有泰来和通讯兵光仔（万国鹏 饰）幸存。军官谭冰（刘嘉玲 饰）坚持执行PlanB，指挥官郑重生（刘青云 饰）反对并找来旧友臭鼬（姜皓文 饰）前往支援。拯救家园刻不容缓，但在通讯员小绿（吴倩 饰）悄悄提醒下，泰来发现了一个足以毁天灭地的邪恶阴谋……
